x,y,cohort,time
0.050310870304401824,0.044737335362191676,0,0
0.07435498887397653,0.050282627204128766,0,1
0.06300772766887149,0.048128520791941916,0,2
0.07479584403928481,0.050694211869854414,0,3
0.06334611771681434,0.04887640036337256,0,4
0.07454199706387289,0.05180380223004089,0,5
0.03555764417043241,0.041664498595637436,0,6
0.0025944949364554064,0.034402984740844286,0,7
0.007458175140097343,0.03781208155180441,0,8
0.022402780600765934,0.038824310564714394,0,9
0.08019938107155736,0.04953232888166179,0,10
0.08250482145656043,0.048798228808195246,0,11
0.07950066940664066,0.05125025176877777,0,12
0.04938052671508174,0.04433769385949582,0,13
0.04234237446321813,0.04259834088807437,0,14
0.010694442297823356,0.03820348679707146,0,15
0.08506631782013585,0.03895783621218535,0,16
0.09580377053718765,0.03517169832462902,0,17
0.11849403665475149,-0.01041582470887136,0,18
0.12722145790891848,-0.012352312856708455,0,19
0.11714968222635269,-0.010050878557211209,0,20
0.1365561843580116,-0.029171213181088673,0,21
0.12817834165408104,-0.0035036406696405116,0,22
0.14214776937741425,-0.034623498922149276,0,23
0.12539656883776862,0.0011018327246899706,0,24
0.12764840979922507,-0.0010195873759372598,0,25
0.08835700697346283,0.040272198734019625,0,26
0.08759113888874182,0.039018294509813166,0,27
0.09392208994824018,0.03653740767633476,0,28
0.12576616689314496,-0.005902761054128776,0,29
0.12568355640590806,-0.03720848359463293,0,30
0.12852304953422633,-0.03768427821511489,0,31
0.13791473401738064,-0.036381255111257525,0,32
0.13881870083594505,-0.03295763705979927,0,33
0.13909242128129232,-0.03382231745028708,0,34
0.11787300004490878,0.0019282069398284865,0,35
0.09227468826794952,0.03603851189333079,0,36
0.06734132727818552,0.03808790176690328,0,37
0.07229217721934579,0.03948666932165066,0,38
0.06968214266377565,0.03951618870708757,0,39
0.05569626366090103,0.039989311938843794,0,40
0.00674326249895237,0.03671192700833737,0,41
-0.016555121410533738,0.03540674301402868,0,42
-0.04065531095516325,0.029317342965457797,0,43
-0.030438935716408967,0.026252916538338264,0,44
0.0006541188146081106,0.007613496241589777,0,45
0.07585550872265273,0.05195398979585913,0,46
0.07946097479653931,-0.035079754561196816,0,47
0.07596265082770237,0.05110135338986168,0,48
0.08270292665968562,0.04848137398018656,0,49
0.028558787385273676,0.03590990903125812,0,50
0.015208190696496756,0.031327620897797885,0,51
-0.015114880694720445,0.035728535750191255,0,52
-0.03066760112451719,0.03257291418145494,0,53
-0.04743562750608792,0.02965723395583242,0,54
-0.050102649785832946,0.022662765706053762,0,55
-0.05225248460664673,0.014982029236250867,0,56
-0.0484936708987939,0.007648828222904532,0,57
-0.05927708162402284,0.017377953036884653,0,58
-0.05952934998537517,0.00021802192646689015,0,59
-0.05450213184304527,-0.000351839589487925,0,60
-0.04732754432563676,-0.003421047165866221,0,61
-0.021682745588076053,-0.008341987818477021,0,62
-0.001228724961739289,-0.015162053177689514,0,63
0.013030716095265014,-0.038862933801184926,0,64
-0.0164079438719039,0.0030015847641414136,0,65
-0.0333002578902312,0.015393419447488576,0,66
-0.04389203659884548,0.020474441355061938,0,67
-0.035402109135600504,0.016563283378906602,0,68
-0.02601949176442018,0.005502645647099653,0,69
0.016530262153794214,-0.04455694035554894,0,70
0.016934739033029465,-0.04476559945281317,0,71
0.06735760994376286,-0.044064111542905515,0,72
0.07424297578348517,-0.0430400822092937,0,73
0.09108484638738816,-0.045095065230331535,0,74
0.09115963596021477,-0.04484391073070035,0,75
0.08016667090618604,-0.045815540067829126,0,76
0.01926893449141409,-0.04626083966230692,0,77
-0.0416826230388271,-0.016482473003934465,0,78
-0.04658480908516877,-0.007600337194929155,0,79
-0.038873137699409595,-0.007339323661646777,0,80
-0.04445274129653467,0.004022153524490588,0,81
-0.05793530440127885,0.02934860982382494,0,82
-0.0505050564259635,0.02449904632588877,0,83
-0.018208541478629808,-0.004534150799770121,0,84
0.06467678594220982,-0.042560824980264866,0,85
0.048898236623798,-0.04530156490261179,0,86
0.0672013941902899,-0.04560094077741893,0,87
0.01653904386443718,-0.04754529902607844,0,88
0.013994126816785022,-0.044395243348498224,0,89
-0.005307503879241205,-0.0022144271964021607,0,90
-0.0005021217936134336,-0.005911132991795147,0,91
-0.007360591615483212,-0.0044061452883899,0,92
-0.017209916493964268,-0.003825888489404595,0,93
-0.03214561696370972,0.011863697509672744,0,94
-0.056146480798894664,0.013232835238187588,0,95
-0.05905803152543442,0.01973630122769111,0,96
-0.061376104916413,0.02188080853271424,0,97
-0.09585029524134352,0.03596075096163052,0,98
-0.05366950639519236,0.028759939809243133,0,99
-0.10120068526659588,0.034436590785533794,0,100
-0.09522751174538584,0.023153762495478767,0,101
-0.10285960603021267,0.02047841243908621,0,102
-0.03656337990152188,-0.02166500141550264,0,103
-0.04700017835910496,-0.02026528361406925,0,104
-0.04711583760658899,-0.019859607765259413,0,105
-0.05836220324217604,-0.010690985650783741,0,106
-0.005613266676111314,-0.03772003311312893,0,107
0.003446804608912883,-0.03927896237648929,0,108
0.003206907186847251,-0.030182127002758775,0,109
-0.010946977190733618,-0.005483811879376009,0,110
-0.016542746563384766,-0.00799866907029268,0,111
-0.013396161727154783,-0.01425886362632999,0,112
-0.004803433114844087,-0.03517890639934448,0,113
-0.0066868199192692615,-0.03593416800968686,0,114
0.008910479253337884,-0.04523160319707227,0,115
-0.0008601853711084441,-0.036445983368352135,0,116
0.008808284705451355,-0.042249536976109905,0,117
-0.0015582787438526043,-0.033616489015934586,0,118
-0.00885758664467676,-0.03024885320059324,0,119
-0.03687740138874252,-0.012192658092532378,0,120
-0.02786913202079217,-0.014587342637804755,0,121
-0.03132668185831537,-0.008803491803219907,0,122
-0.018009175840773863,-0.007633922384123737,0,123
-0.05229006358985525,0.03139245113295481,0,124
-0.0901195931856335,0.03734063240433485,0,125
-0.10030586821089098,0.037204997549763336,0,126
-0.10154697143249745,0.03567070058305004,0,127
-0.06486877489130644,0.020450043384820555,0,128
-0.06274895390968464,0.009063676924350712,0,129
-0.008608546500406763,-0.027412485216898496,0,130
0.012776411401175402,-0.04613223812571713,0,131
0.024611672208003713,-0.04748728242110858,0,132
0.01394114226413167,-0.04714670081152465,0,133
-0.004589678650791567,-0.03755516010733853,0,134
-0.05763832205461708,-0.023648135393955737,0,135
-0.0574043627196101,-0.024605720745981982,0,136
-0.06155868669078843,-0.023549951261527514,0,137
-0.06786585236914185,-0.015917864133976944,0,138
-0.10476065287378108,-0.0010207521060455241,0,139
-0.10055279963664991,-0.00535831764679311,0,140
-0.0760248419433572,-0.014096731175951126,0,141
-0.06344429934768349,-0.013364396512225004,0,142
-0.05963555398093239,-0.02103458644038428,0,143
-0.10046019528527929,-0.009200972698263518,0,144
-0.10785212942801296,-0.00995510910225155,0,145
-0.11355159989191103,-0.0025164494235598565,0,146
-0.08891634992547923,-0.020032915734158423,0,147
-0.10384126050574016,-0.012188313022682619,0,148
-0.055700009130749434,-0.02381010783320451,0,149
-0.09684410182300039,0.005289850955853393,0,150
-0.07382608518484618,-0.006240436359465375,0,151
-0.10761522820766677,-0.0002377798580156848,0,152
-0.0846793193521856,-0.01207537155658261,0,153
-0.10256666827123061,-0.008895903972605528,0,154
-0.11533305119381447,-0.007726499438186489,0,155
-0.11963466057904465,-0.0073553916825917255,0,156
-0.11801661702545807,-0.00857582526944313,0,157
-0.04530821298103142,-0.03449060708065801,0,158
-0.016522774635228686,-0.04080491437948594,0,159
-0.005954541278584172,-0.04326238821419385,0,160
-0.00945149381010648,-0.002611541316663497,1,0
-0.06306657441756604,0.06340232529340482,1,1
-0.059650742287756804,0.05960618560210149,1,2
-0.06505685844850399,0.06676896591355858,1,3
-0.055291098816397925,0.05187994927328817,1,4
-0.06245016185250406,0.06445891220198474,1,5
-0.047047554245043005,0.03912320760895338,1,6
-0.06109302528174566,0.0642955917016516,1,7
-0.04759671034899895,0.040194472810384636,1,8
-0.03994142390740522,0.02801872967899161,1,9
-0.008963691729052398,-0.007897482708728747,1,10
0.009278613121264373,-0.0163085291021366,1,11
-0.0045529648848732715,-0.00804033210277539,1,12
0.013244384770300505,-0.018836962004113098,1,13
-0.0037152825698730596,-0.010151196746925831,1,14
0.03702758619285489,-0.0335891908686171,1,15
0.057179393232549044,-0.039828650306773704,1,16
0.12206837930157033,-0.0035719284609802534,1,17
0.11552345227871146,-0.006915480936305796,1,18
0.044836083152586935,-0.0403430823008766,1,19
0.042917196854833625,-0.03811543880239376,1,20
0.0006163798146175647,-0.017216321210433226,1,21
0.004529159283533068,-0.017643141098309632,1,22
-0.015499207848099543,0.00127863424113225,1,23
0.017530054281863484,-0.021317912349634465,1,24
-0.04166955455759705,0.034890478243722704,1,25
-0.0494182564022358,0.04558247615750972,1,26
-0.05261203753844597,0.049160809871818284,1,27
-0.00998877950548843,-0.002516502129729049,1,28
0.026121712558449462,-0.026301571160144446,1,29
0.005917980596988726,-0.015738516995759795,1,30
0.006257503311473522,-0.015727286101356177,1,31
0.01193239778433153,-0.018700000621070113,1,32
0.042189851132322355,-0.03860555166783506,1,33
0.11781134099385407,-0.005773615112133468,1,34
0.11810275444147979,-0.005650503203893439,1,35
0.1908228601411397,0.0665427288644923,1,36
0.19461009738176505,0.07182510790881973,1,37
0.18864156178400712,0.06359006512700933,1,38
0.1899218445382476,0.06443974564381909,1,39
0.1693357894756018,0.038713897301056246,1,40
0.1652111941649744,0.035194261803931474,1,41
0.047453331559640884,-0.03986137087160586,1,42
0.11062665543478604,-0.009587591252968462,1,43
0.11610541751605888,-0.006744835829899559,1,44
0.1028643436745716,-0.014216129335222979,1,45
0.021933512957042687,-0.04467051086348259,1,46
0.0020946882511233907,-0.04140971056822679,1,47
-0.015373992500697825,-0.035136958394565924,1,48
-0.027507584107779752,-0.02635936731947223,1,49
-0.037633020762057386,-0.003845364751114125,1,50
-0.039479311475900426,-0.0028703552859373287,1,51
-0.04169187139724083,-0.0010791404006443312,1,52
0.030896388206436507,-0.03830432656849352,1,53
0.15975797042454598,0.02882691920579347,1,54
0.18937512641147577,0.06488305036924905,1,55
0.19492711719451974,0.07236949802186966,1,56
0.19125192632350613,0.06737597123109487,1,57
0.18233581572240348,0.05415627765594186,1,58
0.13573085828172132,0.006432234363416216,1,59
0.12353259458488558,-0.0025857633199931527,1,60
0.12111662825136449,-0.003754727856526557,1,61
0.12207668475032778,-0.0022890133965671705,1,62
0.029321878415578498,-0.030170774515087043,1,63
0.03445218860436221,-0.03387104489726426,1,64
-0.005526763886118416,-0.03269518616152766,1,65
-0.009775595544419336,-0.03133387562554272,1,66
-0.007241064439792367,-0.029889862476032997,1,67
-0.04675600341760624,0.0025187311602481947,1,68
-0.04565846993089731,0.0006267072685524466,1,69
-0.06776677687519987,0.03661242288135958,1,70
-0.0674027231228796,0.042245082091698326,1,71
-0.06254833697680894,0.047498319892823514,1,72
-0.057603250902436696,0.049040800988623956,1,73
-0.04982996667908046,0.04067684929275319,1,74
-0.06124702105731949,0.05035442628173561,1,75
-0.045231395835894174,0.002984276293766468,1,76
-0.06699557642867858,0.038989355572539575,1,77
-0.06745087809939206,0.03817876952101606,1,78
-0.0620445558220231,0.0269139618401544,1,79
-0.04551308158063997,0.0022413019186212847,1,80
-4.769015330794056e-05,-0.027916097824471516,1,81
0.0268104020781971,-0.03606996964890965,1,82
0.0314975385105631,-0.037926987620076444,1,83
0.0002983123624966885,-0.02988277273683635,1,84
-0.06295308166580829,0.03833672113211178,1,85
-0.06432246427766411,0.046955529765487274,1,86
-0.06929577889763869,0.06059552021926733,1,87
-0.06955455838105243,0.05929931931157906,1,88
-0.07004117365378215,0.053114877653180695,1,89
-0.038819562631197915,-0.004765093714695357,1,90
-0.0038594447302533834,-0.030681593603152632,1,91
0.019233459024671676,-0.038502635693980415,1,92
0.015060020926069622,-0.04015586479488843,1,93
-0.008408186766556391,-0.03277413823775923,1,94
-0.03454477653602215,-0.01878674516604685,1,95
-0.028817004635450724,-0.02321719214321259,1,96
-0.02196440557091606,-0.027716587269886427,1,97
-0.057165580360772884,0.013773455014210565,1,98
-0.06989144145787658,0.044559918635761135,1,99
-0.06834183879706937,0.03410366645826487,1,100
-0.05963912733265931,0.01520059328578728,1,101
-0.05142732515642514,0.0017495613467435863,1,102
-0.06608339978271029,0.02615891876606372,1,103
-0.06395432615388916,0.021248749503686507,1,104
-0.06276955772797414,0.018453986725006543,1,105
-0.05383197102908378,0.0017871547483513976,1,106
-0.044383716718382954,-0.01140628674446463,1,107
-0.05083438573262556,-0.003333714068981313,1,108
-0.03942976412300046,-0.007941139439661933,1,109
-0.06657741995432492,0.031050201055946167,1,110
-0.028321574388737305,-0.015077223926656405,1,111
-0.051277945606511555,0.0014043941689059858,1,112
-0.04632286265006933,-0.004773347222507136,1,113
-0.040428732945958855,-0.009561093067475013,1,114
0.011948408834628442,-0.03919341693166308,1,115
-0.000344689953973292,-0.03667546257314233,1,116
0.031415684351777474,-0.04277794607850656,1,117
0.02207237837557423,-0.04117653347451327,1,118
0.037136838219227766,-0.03894577665745001,1,119
0.0004283106823498589,-0.028078508424680668,1,120
-0.0058861820959963465,-0.026313960244943143,1,121
-0.04122786571743062,-0.0030505870644815976,1,122
-0.04608106513345775,-0.00024006222537545756,1,123
-0.03614900867818803,-0.008269492112042457,1,124
-0.018714069073011173,-0.0215875352461972,1,125
-0.06188161741003515,0.027702240520981806,1,126
-0.06771657641384328,0.042332860236604555,1,127
-0.06974529109762738,0.04274315660830229,1,128
-0.03445999091105699,-0.014760749566529148,1,129
0.027726243533728195,-0.04217893178483458,1,130
0.0345066958416364,-0.04205477177851439,1,131
0.025327554611408856,-0.04097870858088653,1,132
-0.026694668514418037,-0.02409441567195752,1,133
-0.03042827597341197,-0.021672543792187367,1,134
-0.03639296005631427,-0.01602907269843177,1,135
-0.03753296551881125,-0.014722604126690172,1,136
-0.03777661646293951,-0.014498768824766512,1,137
-0.039208552407716195,-0.012238454274528153,1,138
-0.021512463849364023,-0.027543205509428133,1,139
-0.006788086493647269,-0.03425769797849073,1,140
0.0023780142968360027,-0.03684237610499596,1,141
0.002197744446291551,-0.036578285691384514,1,142
-0.0013697815846294083,-0.03597548206803633,1,143
0.023939899634274904,-0.04227226116245839,1,144
0.01545679421400378,-0.040596643640585045,1,145
-0.01880401720540778,-0.024653032805425308,1,146
-0.021741963280157248,-0.02054487727919444,1,147
-0.02554179661263593,-0.019175486956770002,1,148
-0.019102452703217507,-0.024810571892441593,1,149
-0.028214058018791854,-0.017246208091063704,1,150
-0.05598930628063194,0.012687517602062087,1,151
-0.06078861152709365,0.021051856522768884,1,152
-0.061037045327159214,0.02059015340463345,1,153
-0.04192720058606868,-0.011312182969113559,1,154
-0.03452317890270055,-0.018980132166739643,1,155
-0.032123417057674616,-0.020787060323136115,1,156
-0.018210696375257154,-0.028638409632088236,1,157
-0.0436125355385638,-0.008518676384592654,1,158
-0.013499501749064597,-0.01930859509909447,1,159
-0.01923673147483306,-0.016647235975807483,1,160
0.04713458623472113,0.025106936571529567,2,0
-0.030580907335987794,-0.003961111813494176,2,1
-0.003768754549894969,-0.005523152434063846,2,2
-0.11180549257334564,0.050105797632112856,2,3
-0.09436176953166325,0.054287701515305854,2,4
-0.07580012440693407,0.053214155247853855,2,5
-0.10611764644220949,0.05062886779140754,2,6
-0.0739789718538073,-0.024119028284835052,2,7
-0.00019163371279888375,-0.0452890532274533,2,8
-0.008875777294269985,-0.02231403650907669,2,9
-0.04650989677357329,-0.0026173360454729367,2,10
-0.04515228497098348,0.006531346446748569,2,11
-0.040487733303698446,0.015771830556595038,2,12
-0.004255310781844614,0.02253536644714207,2,13
0.0008294967305614841,0.021526373423838667,2,14
-0.048081739137987266,-0.009810778889635883,2,15
-0.05200922567194917,-0.010789723673395262,2,16
0.0170777898941284,-0.024106605119378607,2,17
0.025299632542715302,-0.02766079906899728,2,18
0.029199088258265178,-0.022716304095671373,2,19
-0.06140778921633975,-0.023485782063860705,2,20
-0.12870942996800588,0.017547399698651694,2,21
-0.12976259072612925,0.016913517966486467,2,22
-0.12091446310652992,0.036330791224844824,2,23
-0.04519416836862947,-0.007082378831586931,2,24
-0.04714819449268974,-0.0025774794276835562,2,25
0.014698615652652788,0.03437736014552213,2,26
0.014486690172039665,0.03869912664790979,2,27
0.014297852358171999,0.039185291606888266,2,28
-0.0001455469493710022,0.02045223670382045,2,29
-0.004597573772241466,0.02088763645144559,2,30
-0.01688283258516037,0.0207920926646096,2,31
-0.04256075590635305,0.012739053303039247,2,32
-0.1049841592697843,0.051475845224993176,2,33
-0.10767818691710836,0.051229028374190015,2,34
-0.11725262710690026,0.04273589393087124,2,35
0.00613387098137788,-0.05081441314887846,2,36
-0.0010960143665487481,-0.05190974563720577,2,37
-0.0024478276545751546,-0.050850606640021535,2,38
-0.047348462776835354,-0.03950355906974297,2,39
0.0058946970764334715,-0.047222120470656465,2,40
0.0061303341163470824,-0.041054705705231495,2,41
-0.04698258728089304,-0.02230097047752359,2,42
-0.05952073063804926,-0.03051677999756421,2,43
-0.0017351673894685335,-0.04642335611634386,2,44
0.07252285525437993,-0.02575657041639524,2,45
0.07996988066387108,-0.0017967296827305773,2,46
-0.005027759611401682,0.024392431805095975,2,47
-0.007696836422971069,0.024327520752583532,2,48
-0.03749099118660086,0.015951865074780785,2,49
-0.04015254457711711,0.015155806450866612,2,50
-0.03965944323872474,-0.02269039639189444,2,51
0.006003526652009229,-0.028888558577569428,2,52
0.11166856393009006,0.0025561082097914378,2,53
0.09266264525404337,-0.025528716966783757,2,54
0.09432209292545272,-0.025622716628888337,2,55
0.08183090261403575,-0.0271258895435664,2,56
0.10829963737866263,-0.008853916210288327,2,57
0.10087668707884968,-0.011101376052341436,2,58
0.08763321609280351,-0.024889118544268903,2,59
-4.219389039699984e-05,-0.05187233727203867,2,60
0.08253032687739177,-0.02078683227886241,2,61
0.09803801193205017,0.008197690064758187,2,62
0.14172298032787367,0.04478790130221163,2,63
0.10764036101699093,0.01819579905877085,2,64
0.07809715682888209,0.012242973562355687,2,65
0.013309206856017412,-0.033823432068615294,2,66
0.07580114801673944,-0.006326131985015812,2,67
0.0127561335061343,-0.028878916488869755,2,68
-0.07710027383198367,-0.01919603373981886,2,69
-0.12317380315316633,0.003204398429433257,2,70
-0.08825014122298111,-0.02827841793991753,2,71
-0.013110301475886694,-0.04187009263749932,2,72
0.020429202204792524,-0.022224829303784215,2,73
0.06171006914495234,-0.0269239874160634,2,74
0.04881353692083584,-0.01302515473086829,2,75
0.07455527897762422,0.01097010174911975,2,76
0.059045008383836285,0.012544002732668305,2,77
0.05636973318059957,0.02040223982774119,2,78
0.0317314763874256,0.02298022452130325,2,79
0.015152731368379945,0.025925520769041182,2,80
0.011963242998343109,0.042185498225664704,2,81
-0.030225039302502133,0.02817720860585403,2,82
0.012705265403033399,0.041755311825021096,2,83
0.0187004821837463,0.03614255756223192,2,84
0.11042309006524015,0.017745705200347794,2,85
0.022085361355480133,-0.03244046713242165,2,86
-0.03072349568712997,-0.0320355247529138,2,87
-0.020486613005757593,-0.03319041742256535,2,88
0.04999826225611969,0.014018923639586758,2,89
0.14551009921825858,0.05038446834920411,2,90
0.1471313636385881,0.05043325078074334,2,91
0.1455102898916823,0.05038459002106812,2,92
0.09648768027268369,0.013258868484473439,2,93
0.02666760385594613,-0.021857235722058724,2,94
0.03126445883933692,-0.018728757496632994,2,95
0.025187740516964045,-0.014858663411247393,2,96
0.07094247840408492,0.013433370366394826,2,97
0.043139039845993876,0.02623949263827497,2,98
-0.0029957532289651896,0.019436497662199997,2,99
0.0031095837853624317,0.006987550767040979,2,100
0.03247189283644149,0.02510476855110857,2,101
0.11219021697117691,0.024233018976351262,2,102
0.13711633562320155,0.04327990481654677,2,103
0.04411570916030666,-0.0068784366213426994,2,104
-0.016435082627167995,-0.04620951288717777,2,105
-0.05682116359916402,-0.04038670811916705,2,106
-0.029185551357301314,-0.04415174525220602,2,107
0.06311304263058336,0.018797951425779134,2,108
0.04645485190222771,0.023127874813253943,2,109
0.0229860050320761,0.03836765505696124,2,110
0.0004461500716953155,0.010458599164711629,2,111
-0.02740026538368153,0.032163524316461696,2,112
-0.0032032368134960417,0.04638975440428619,2,113
-0.01610021585890757,0.046576828034727846,2,114
0.012110470881927501,0.04362748423477126,2,115
0.016641349414000237,0.012460913000609737,2,116
-0.017994440067185005,-0.041134163509947134,2,117
-0.0804440167791156,-0.03250968459651836,2,118
-0.11731886118420748,0.0020711259025717656,2,119
-0.1154290379042377,0.032754241841743546,2,120
-0.11200853206008772,0.03174107500461089,2,121
-0.12019195068414613,0.017234817103697026,2,122
-0.08011287967843334,-0.02922514081558831,2,123
-0.0750953931844344,-0.028910413162829725,2,124
-0.007905863314403063,0.02983174903851555,2,125
-0.002549556047930066,0.03975571569807851,2,126
0.04479240674371439,0.028005636102683803,2,127
0.10056674093803322,0.010203012373491393,2,128
