cohort,curv_all,curv_active
0,10.577932271787983,10.794567930004272
1,10.210005113839852,7.010326761926266
2,130.15084199356863,55.56969310343493
3,13.64971746164744,15.845584074699005
4,10.968563522958826,13.953037611292778
5,9.164340609957305,12.801158054145697
