time,mean
7,0.16495181043191848
8,0.1615073296114161
9,0.26323747555692356
10,0.10986549146826337
11,0.15433852311972635
12,0.22738170042471745
13,0.2303739499737941
14,0.20335081404181513
15,0.2184054080185049
16,0.1493419066264164
17,0.09692079449636364
18,0.19183759937337222
19,0.2097396437919588
20,0.1462999991112068
21,0.1051848999206919
22,0.1971300874784401
23,0.13240521346623083
24,0.23727011845376908
25,0.25752809628073625
26,0.17389124241177906
27,0.20275765969364978
28,0.13401961107965385
29,0.1376039286373287
30,0.15939852871554508
31,0.23878064562527407
32,0.17666547973523708
33,0.1592022499425619
34,0.17617644613262035
35,0.1273182824501433
36,0.13104466737170248
37,0.12109682260874358
38,0.14669459193075413
39,0.11749253198069778
40,0.14879272490158693
41,0.15458506729546712
42,0.20433751636356917
43,0.14219725551910595
44,0.1646511308785446
45,0.17269890322506815
46,0.17146396840330302
47,0.22547472276207114
48,0.22833417985868357
49,0.22061867333676013
50,0.31520402458041114
51,0.2327793204497734
52,0.16333664379997828
53,0.1695270857746805
54,0.1827580390822806
55,0.15291314305192988
56,0.13272032279155552
57,0.1280469940846314
58,0.16179580010316144
59,0.12186299293849447
60,0.15802443813672734
61,0.16842764163087828
62,0.11640279493618784
63,0.07352508562434058
64,0.07199743220712922
65,0.1446282059640783
66,0.17437058480637294
67,0.12376478582370909
68,0.14064413703741271
69,0.16188687166561608
70,0.16670313202544093
71,0.1574370442373986
72,0.11786875222499928
73,0.12157946923812331
74,0.06191132696750662
75,0.09908066517014077
76,0.08916486295886457
77,0.06860877429532893
78,0.08381431103403991
79,0.21466613031575063
80,0.1934531147270094
81,0.18741954524053675
82,0.15524298773692558
83,0.16993646740866164
84,0.18199311025421586
85,0.23738048915261725
86,0.22762879253905294
87,0.3224038539699726
88,0.1482530472693224
89,0.14364430768489586
90,0.15438542467534716
91,0.19054926545953849
92,0.08739558574650184
93,0.17305612403291806
94,0.15396028124337077
95,0.16097189203635956
96,0.24736170194535437
97,0.19436289110261398
98,0.09515471823586716
99,0.1774831872428918
100,0.16596709150368918
101,0.155387821654913
102,0.28307879011820813
103,0.23724027172367296
104,0.10002572146259127
105,0.19354319216679183
106,0.1737831272477983
107,0.21114332501525787
108,0.22638697119708626
109,0.11273858745317206
110,0.18042429208448302
111,0.10683512311739214
112,0.21922106820632115
113,0.09023340042846568
114,0.3229899746672353
115,0.20350959030977275
116,0.22256725757164622
117,0.14691622650327543
118,0.07844888586498247
119,0.2427444452598284
120,0.12530330880075147
121,0.08308300630455616
122,0.19250758939959264
123,0.12518003517256843
124,0.08440481582197337
125,0.18883074512192025
126,0.15192713647227934
127,0.06971305247445318
128,0.13564533674766266
129,0.12832501671997804
130,0.05716528574199808
131,0.33980743062298946
132,0.15823473931766172
133,0.20620169399742427
134,0.19014569556891825
135,0.11127292624761566
136,0.1853916377989696
137,0.16849603840464303
138,0.1681620668720862
139,0.1824902833736089
140,0.15693351716262385
141,0.1084049943984987
142,0.09523356132602057
143,0.18608959859855084
144,0.211979649105587
145,0.04667254943110827
146,0.15547710403871626
147,0.13676194247397874
148,0.11432128415555427
149,0.194963595704488
150,0.16508858243203306
151,0.2371260798364731
152,0.19415306366346738
153,0.16952347195446313
154,0.21391289467510086
155,0.13942354196614268
156,0.11501918915769811
157,0.16741255440266534
158,0.2587961941990295
159,0.262438260150245
160,0.1192465371582905
161,0.13514457980692418
162,0.17779464752000226
163,0.14743322765963057
164,0.17223897114995204
165,0.12683174020728302
166,0.29668715871884876
167,0.3029852942592541

