time,mean
7,0.19693996640346856
8,0.2650260355241982
9,0.20690825200411184
10,0.1592369427009798
11,0.19768098095524106
12,0.1612649043738016
13,0.24177689793309698
14,0.14281021110902212
15,0.17930499035852948
16,0.2542151951816209
17,0.14071512062142738
18,0.18887294706652383
19,0.26105388243863736
20,0.14528812690653758
21,0.2071856901388473
22,0.08876000756430441
23,0.1899693418276354
24,0.23640487709517913
25,0.19678087984723788
26,0.1600009957912152
27,0.22464078797655587
28,0.26886860884178804
29,0.22693636965021113
30,0.28126970962563547
31,0.2287659439536612
32,0.28452935973545257
33,0.1911785706968525
34,0.16047692894189367
35,0.19536625504039576
36,0.1925993304599642
37,0.2308627934533233
38,0.11482843842631846
39,0.20163519177392258
40,0.23592441727818708
41,0.18648520064093768
42,0.14068211129256178
43,0.23459445395591502
44,0.15942356254774462
45,0.21586354844358238
46,0.31659139254598195
47,0.1627083448944043
48,0.20401790080977983
49,0.14586217738273727
50,0.23177017049366047
51,0.20976567529967585
52,0.19584855614674226
53,0.11015756673785303
54,0.16088756470123805
55,0.15195803590698206
56,0.14501482751616937
57,0.2369750982657611
58,0.20831445542907223
59,0.19808233550156398
60,0.2355678940550401
61,0.27985347352911144
62,0.10388029989071806
63,0.226694985732444
64,0.19769818777890172
65,0.1704732084721621
66,0.1372041179580796
67,0.16932300027998712
68,0.19541840897482207
69,0.20189584564785235
70,0.2515702893868918
71,0.07989059095915726
72,0.16908452944109262
73,0.18071372013209747
74,0.15894273741660184
75,0.20207087309659572
76,0.1787841175658442
77,0.17651213839958715
78,0.23495764455087628
79,0.26409678889919447
80,0.24002078660593443
81,0.20212386724327638
82,0.2001867907533924
83,0.18235116404046983
84,0.24875401981181483
85,0.2726729639699244
86,0.11904193740548717
87,0.1857739089628381
88,0.20109905804612518
89,0.17451393582582655
90,0.29994076580449724
91,0.217572912892409
92,0.2658417861689356
93,0.26354568837640246
94,0.31780492113241915
95,0.24168770086271746
96,0.182308916640978
97,0.20901552486846542
98,0.20297661150706306
99,0.23996002384142942
100,0.18334216902585654
101,0.1718694335299148
102,0.20964161788961078
103,0.19049573949174706
104,0.24528702276084513
105,0.2523806610837696
106,0.2066640807630897
107,0.3953316615148597
108,0.2549618363068798
109,0.20566704265588276
110,0.26553134878958423
111,0.1416824931753654
112,0.21250478041936158
113,0.26376688003301296
114,0.2310654702515041
115,0.31309118000456054
116,0.1270653174752025
117,0.1802945577126811
118,0.18435939212960556
119,0.23572591214452418
120,0.222566227000769
121,0.21486289681972076
122,0.21368571119054916
123,0.18465096675536116
124,0.19900632796164838
125,0.18017264606197883
126,0.15364961220156947
127,0.22029594829625151
128,0.206702364373496
129,0.1277122406359319
130,0.13131900201400906
131,0.2539145453151466
132,0.22620614244313905
133,0.24944700881516252
134,0.2860183734893021
135,0.19594707466839328
136,0.196261315316475
137,0.12528767381599792
138,0.19276002490747876
139,0.1309161757054388
140,0.16478282614754863
141,0.13791407850788268
142,0.27363833958960426
143,0.22410143224172716
144,0.22250332953026702
145,0.19848457203846623
146,0.25075243986611573
147,0.1606702698329447
148,0.1782409350277861
149,0.16643279122168575
150,0.22703352107001407
151,0.32988664405816687
152,0.21722544233890276
153,0.2814577488897949
154,0.26200580956939007
155,0.24284709131530094
156,0.22034287548853992
157,0.20347667770532213
158,0.19426802649846325
159,0.22430396987079887
160,0.2648767046362066
161,0.2447956073555601
162,0.18343354784114332
163,0.3390721908906247
164,0.24601906515141903
165,0.3493060657107918
166,0.29080969057935374
167,0.21840532791618822

