time,mean
7,0.24152975566670448
8,0.32174019030571355
9,0.22759661798192843
10,0.1837869740847721
11,0.20697136458432433
12,0.13618296674589297
13,0.2224796846884474
14,0.14034442975769212
15,0.17609524770909163
16,0.23074817717100324
17,0.15021029333378072
18,0.20958851064234893
19,0.24463504002273379
20,0.12952903267031
21,0.20176392359956144
22,0.08987865281242984
23,0.18023518988736645
24,0.2647955445543417
25,0.1812057970003801
26,0.19257610275620626
27,0.21355692682936453
28,0.23570822023511429
29,0.20795707164479232
30,0.26433523548181476
31,0.22851512115661737
32,0.26765648647103696
33,0.15734059406091644
34,0.12439639555985585
35,0.21195012879871802
36,0.13858759373755186
37,0.18519913395009738
38,0.09622272761548548
39,0.16988508069083116
40,0.189731505959019
41,0.1521636536977959
42,0.08947357919278008
43,0.21463992205337412
44,0.12500231218845106
45,0.14074645875783437
46,0.2920272794815839
47,0.12307422670629785
48,0.17051154724693582
49,0.14888912728084883
50,0.2150570523078457
51,0.24286290856090315
52,0.15064883674328056
53,0.07996568889850435
54,0.146506157335272
55,0.12814475624289604
56,0.09238928983491342
57,0.23714793105757792
58,0.21439985716173818
59,0.23020073333481883
60,0.20218200504611522
61,0.28010382615580165
62,0.11499164342118333
63,0.2113587776924075
64,0.16861428668099007
65,0.17679428709180292
66,0.14397395023088794
67,0.19781143559479614
68,0.20171458194971909
69,0.18797367985899502
70,0.22918025982972492
71,0.09626941131674836
72,0.16302420160078349
73,0.15521461924413232
74,0.1726471232644782
75,0.2410970825745135
76,0.18345204069644955
77,0.18112523378014098
78,0.21904921107094003
79,0.26767651534241843
80,0.1825121383937361
81,0.1674911141769198
82,0.167066627060757
83,0.1673907538128338
84,0.23417294217901155
85,0.3004367076361005
86,0.14748154437089836
87,0.17935876883523555
88,0.2140540242287271
89,0.18427213348456864
90,0.2600947574242033
91,0.19959140544499404
92,0.26158632014483746
93,0.25334756994761626
94,0.30460640583313003
95,0.2706784342314032
96,0.1828916669528216
97,0.19648416855990972
98,0.19701862777971488
99,0.21504826593881995
100,0.17797606527609913
101,0.1805709269067854
102,0.19123922535739246
103,0.19460083861452854
104,0.2674707205618137
105,0.25610194171139755
106,0.19788669515397675
107,0.3761072030019722
108,0.24626334179364545
109,0.2119949864028498
110,0.26416765172719625
111,0.1289167183312075
112,0.24506700851083277
113,0.25850224517863873
114,0.22946457355768182
115,0.31501269600146947
116,0.13874370082702783
117,0.17163552850320507
118,0.1803835379100084
119,0.23935835291667842
120,0.29219900543604294
121,0.1991744433076752
122,0.16856177149998328
123,0.20722332055972323
124,0.20258630882691397
125,0.15271640467914485
126,0.14745990993551872
127,0.19646963707693074
128,0.16301264658451098
129,0.16477445026726806
130,0.11254904753629177
131,0.28683938913876156
132,0.24311901607842404
133,0.25411182300705554
134,0.26149344882070924
135,0.1911735635183628
136,0.22699976937977237
137,0.12882767801142905
138,0.180012033774467
139,0.1567363316424107
140,0.1671196049830423
141,0.18157778542298772
142,0.259697195582409
143,0.19851148158322643
144,0.19255877143421332
145,0.1501279661297904
146,0.2503626996283584
147,0.15628066143352579
148,0.19473396891612985
149,0.14914217334189633
150,0.22106736431145763
151,0.34223263006044574
152,0.16019039938355412
153,0.27668609074489703
154,0.2464533733574261
155,0.22983589741431878
156,0.18499017403047657
157,0.20253059957999736
158,0.20033463845096514
159,0.22849963361656808
160,0.26421101267373276
161,0.2561239319114682
162,0.20612521510898943
163,0.31689830075275915
164,0.3038747752482667
165,0.3622777349365432
166,0.2927774807738974
167,0.2437025703778354

